NO,id,question,choices,key,key_text,label_1,indikator,label_2
34,fd047828-2298-430f-836f-d21c7f69b74b,Jumlah bilangan diantara 5 dan 100 yang habis dibagi 7 tetapi tidak habis dibagi 4 adalah . . . .,"A. 168
 B. 567
 C. 651
 D. 667
 E. 735 ",A,"168
",C3,Menghitung,sulit
35,e300ec78-df11-404c-a28c-7d8a36eefc78,Jumlah bilangan-bilangan bulat antara 250 dan 1.000 yang habis dibagi 7 adalah . . . .,"A. 45.692
 B. 66.661
 C. 73.775
 D. 80.129
 E. 54.396 ",B,"66.661
",C3,Menghitung,sulit
36,78f2d9da-b02a-41db-a14c-33d50e8a26c7,"Jumlah dari 33 suku pertama dari deret aritmatika adalah 891. Jika suku pertama deret tersebut adalah 7, maka suku ke-33 adalah . . . ....","A. 41
 B. 45
 C. 47
 D. 49
 E. 51 ",C,"47
",C3,Menghitung,sedang
37,e914a3a7-b8f7-4230-85e9-2ab3ba6507f2,Suku keempat suatu deret aritmatika adalah 9 dan jumlah suku keenam dan kedelapan adalah 30. Jumlah 20 suku pertama deret tersebut adalah . . . .,"A. 200
 B. 440
 C. 600
 D. 640
 E. 800 ",B,"440
",C3,Menghitung,sedang
38,90f48c0b-572c-4676-aaff-b8294a33b00d,"Tiga bilangan membentuk suatu deret geometri. Jika hasil kalinya adalah 216 dan jumlahnya 26, maka rasio deret tersebut adalah . . . .                                                                  ","A. 3 atau 1/3
 B. 3 atau -1/3
 C. 3 atau 1/2
 D. 3 atau 2
 E. 2 atau  1/2 ",A,"3 atau 1/3
",C3,Menghitung,sulit
39,,Jumlah simetri putar pada persegi adalah ..,"A. 2
 B. 3 
 C. 4    D.  ",C,4   ,C2,menjelaskan,sedang
40,,Nina memiliki sebuah bingkai foto dengan panjang 20cm dan lebar 10 cm. Berapakah keliling bingkai foto tersebut ?,"A. 30 cm
 B. 40 cm
 C. 60 cm  D.  ",C,60 cm ,C3,Menghitung,mudah
41,,"Saat ngabuburit, Yusni membaca buku. Yusni membaca dari pukul 16.00 sampai pukul 17. 30. Berapa lama Yusni membaca buku ?","A. 1 jam 
 B. 2 jam 
 C. 1 jam 30 menit D.  ",C,1 jam 30 menit,C3,Menghitung,mudah
42,,Sebuah persegi panjang memiliki panjang 7 cm dan lebar 4 cm. Berapakah keliling dari persegi panjang tersebut !,"A. 11
 B. 22 
 C. 36    D.  ",B,"22 
",C3,Menghitung,mudah
43,,"Sebuah segitiga diketahui memiliki sisi a =  8cm,  b = 7cm,  dan c = 5 cm. Berapakah keliling dari segitiga tersebut !","A. 20
 B. 22
 C. 24    D.  ",A,"20
",C3,Menghitung,mudah
44,,Sudut adalah ...,"A. Pertemuan dua garis 
 B. Persimpangan garis 
 C. Pertemuan tiga garis  D.  ",A,"Pertemuan dua garis 
",C1,Menyebutkan,mudah
45,,Sudut yang besarannya tepat 180  derajat dinamakan dengan sudut ...,"A. lurus
 B. tumpul
 C. siku siku  D.  ",A,"lurus
",C1,Menyebutkan,mudah
46,,Bangun yang memiliki tiga sisi dan tiga sudut adalah â€¦.,"A.  persegi

 B.  lingkaran

 C.  segitiga

 D.  persegi panjang ",C," segitiga

",C1,Menyebutkan,mudah
47,,Bangundatar yang memiliki dua buah sisi sama panjang yang saling berhadapan dibut bangun â€¦.,"A. persegi
 B. segitiga
 C. lingkaran
 D. persegi panjang ",D,persegi panjang,C1,Menyebutkan,mudah
48,,Benda yang memiliki sudut siku- siku adalah â€¦.,"A. gelas
 B. botol
 C. bola
 D. meja ",D,meja,C2,Membedakan,sedang
49,,Buku tulis dengan panjang 25 cm dan lebar 17 cm memiliki keliling â€¦.,"A. 60 cm
 B. 66 cm
 C. 73 cm
 D. 84 cm ",D,84 cm,C3,Menghitung,mudah
50,,Gambarkan sebuah sudut yang besarnya 45 derajat !,"A.  B. .
 C. .
 D.  ",A,,C6,Membuat,mudah
51,,Keliling bangun persegi panjang dengan panjang 15 cm dan lebar 5 cm adalah â€¦.,"A. 20 cm
 B. 30 cm
 C. 40 cm
 D. 45 cm ",C,"40 cm
",C3,Menghitung,mudah
52,,Keliling persegi yang panjang sisinya 35 cm adalah â€¦.,"A. 110 cm
 B. 120 cm
 C. 130 cm
 D. 140 cm ",D,140 cm,C3,Menghitung,mudah
53,,"Keliling sebuah karpet adalah 16 meter. Jika panjang karpet itu 5 meter, maka lebernya karpet adalah â€¦.","A. 300 cm
 B. 400 cm
 C. 500 cm
 D. 600 cm ",A,"300 cm
",C3,Menghitung,sedang
54,,Lambang pecahan empat pertujuh adalah â€¦.,"A. 2/7
 B. 4/7
 C. 3/4
 D. 7/4 ",B,"4/7
",C2,Membedakan,sedang
55,,Panjang sisi persegi yang kelilingnya 112 cm adalah â€¦.,"A. 26 cm
 B. 27 cm
 C. 28 cm
 D. 29 cm ",D,29 cm,C3,Menghitung,mudah
56,,Pecahan 2/9 mempunyai pembilang â€¦.,"A. 2
 B. 7
 C. 9
 D. 11 ",A,"2
",C2,Membedakan,sedang
57,,"Ruangan kelas IIIB berbentuk persegi yang panjang sisinya 5 meter, maka keliling kelas tersebut adalah â€¦.","A. 10 meter
 B. 20 meter
 C. 25 meter
 D. 30 meter ",B,"20 meter
",C3,Menghitung,mudah
58,,Rumus keliling persegi panjang yang berukuran panjang p dan lebar l adalah â€¦.,"A. 2p + 2l
 B. 2p + l
 C. P + 2l
 D. P + l ",A,"2p + 2l
",C1,Menyebutkan,mudah
59,,"Sebuah bangundatar persegi panjang memiliki panjang 25 cm dan lebar 6 cm, maka luas bangun tersebut adalah â€¦ cm persegi","A. 300 
 B. 150
 C. 62
 D. 31 ",A,"300 
",C3,Menghitung,mudah
60,,Sebuah kolam ikan berbentuk persegi mempunyai luas 64 meter persegi. Berapakah panjang sisi kolam ikan tersebut ?,"A.  B. .
 C. .
 D.  ",A,,C3,Menghitung,sedang
61,,"Sebuah persegi memiliki sisi 12 cm, maka keliling bangun tersebut adalah â€¦.","A. 48 cm
 B. 36 cm
 C. 24 cm
 D. 12 cm ",A,"48 cm
",C3,Menghitung,mudah
62,,"Sebuah sudut besarnya 75 derajat, maka sudut tersebut disebut sudut â€¦.","A. lurus
 B. lancip
 C. tumpul
 D. siku- siku ",B,"lancip
",C3,Menghitung,mudah
63,,Sebuah taman bunga berbentuk persegi dengan ukuran sisinya 2 meter. Luas taman bunga itu adlah â€¦ meter persegi,"A. 8
 B. 6
 C. 4
 D. 2 ",C,"4
",C3,Menghitung,mudah
64,,Bangun datar persegi memiliki ... simetri lipat.,"A. 2
 B. 3 
 C. 4    D.  ",C,4   ,C2,membedakan,mudah
65,,Bilangan kubik antara 100 dan 500 adalah â€¦.,"A. 100,  125,  216, 343, 512
 B. 125,  216,  289, 324, 400
 C. 125,  216,  343
 D. 125,  289,  343 ",C,"125,  216,  343
",C2,mengkategorikan,sedang
66,,Akar kuadrat dari 3.844 adalah â€¦.,"A. 42
 B. 62
 C. 64
 D. 72 ",B,"62
",C3,Menghitung,sedang
67,,Hasil dari 93  -  63  adalah ....,"A. 413
 B. 513
 C. 523
 D. 613 ",B,"513
",C3,Menghitung,mudah
68,,KPK dari 36 dan 42 ialah â€¦.,"A. 108
 B. 180
 C. 210
 D. 252 ",D,252,C3,Menghitung,sedang
69,,"FPB  dari 12,  30,  dan  42  ialah  ....","A.  12
 B.    8
 C.    6
 D.    4 ",C,"   6
",C3,Menghitung,sedang
70,,Bilangan prima antara 10 dan  30 ialah â€¦.,"A. 11,  13, 17,  19,  23,  27,  29
 B. 11, 13,  17,  19,  21,  23,  29
 C. 11,  13,  15,   19,  23,  29
 D. 11,  13,  17,  19 ,  23,  29 ",D,"11,  13,  17,  19 ,  23,  29",C2,mengkategorikan,sedang
71,,Suhu air sebelum dimasukkan ke dalam frezeer 160C. Kemudian setelah dimasukkan ke dalam frezeer suhu air  mengalami penurunan sebesar  30C setiap 5 menit. Pada menit ke-20 air telah menjadi es. Suhu es sekarang adalah â€¦.,"A.  -9oC 
 B.  -6oC
 C.   4oC  
 D. 280C ",A," -9oC 
",C3,Menghitung,sedang
72,,Sudut disamping dinamakan dengan sudut ...,"A. lurus 
 B. tumpul 
 C. siku â€“ siku D.  ",B,"tumpul 
",C2,Membedakan,sedang
73,,(-17) x  (-3)  +  ( -280)  : 7  =  â€¦.,"A. 11
 B. 21
 C. 51
 D. 71 ",A,"11
",C3,Menghitung,sedang
74,,12  x  (-5)  :  (-3)  +  15  =  â€¦.,"A. 32
 B. 35
 C. 72
 D. 75 ",B,"35
",C3,Menghitung,sedang
75,,175.243 + 418.550 â€“ 224.105  = ....,"A. 269.688
 B. 369.588
 C. 369.688
 D. 593.793 ",C,"369.688
",C3,Menghitung,sedang
76,,360 : ( - 45 ) + ( - 25 ) x  5 = ....,"A. -145
 B. -133
 C. -117
 D. 133 ",B,"-133
",C3,Menghitung,sedang
77,,1 bulan = ... minggu.,"A. 4
 B. 6 
 C. 8    D.  ",A,"4
",C2,Mengaitkan,mudah
78,,2/7 + 1/7 = ...,"A. 3/7
 B. 2/7
 C. 4/7   D.  ",A,"3/7
",C3,Menghitung,sedang
79,,4/6 â€“ 1/6 = ...,"A. 2/6
 B. 3/6
 C. 5/6   D.  ",B,"3/6
",C3,Menghitung,sedang
80,,Ayah memiliki sapu tangan yang memiliki sisi 20 cm. Berapakah keliling sapu tangan milik Ayah ?,"A. 20 cm
 B. 40 cm
 C. 80  cm  D.  ",C,80  cm ,C3,Menghitung,sedang
81,,"Bangun datar ini memiliki 3 sudut yang sama besar, bangun datar ini dinamakan dengan ...","A. segitiga 
 B. lingkaran 
 C. Persegi panjang  D.  ",A,"segitiga 
",C2,membedakan,sedang
82,,Bangun datar ini memiliki 4 sisi yang sama panjang. Bangun datar ini adalah ...,"A. persegi
 B. segitiga 
 C. persegi panjang   D.  ",A,"persegi
",C2,membedakan,sedang
83,,"Bangun ini memiliki 4 sisi, dimana dua sisi yang berhadapan sama panjang. Ini merupakan ciri dari bangun ...","A. lingkaran 
 B. segitiga 
 C. persegi panjang  D.  ",C,persegi panjang ,C2,membedakan,sedang
84,,Belah ketupat memiliki ... simetri putar,"A. 1
 B. 2 
 C. 3    D.  ",B,"2 
",C2,Menjelaskan,sedang
85,,Diketahui sebuah persegi panjang memiliki panjang 8 satuan dan lebar 4 satuan. Berapakah keliling persegi panjang tersebut !,"A. 12
 B. 16
 C. 24     D.  ",C,24    ,C3,Menghitung,sedang
86,,"Ibu membeli ikan sarden kalengan, di kaleng tersebut tertulis EXP DATE : 12- 08 - 20. Sebaiknya Ibu mengkonsumsi ikan sarden sebelum ...","A. Tanggal 12 Agustus 2020
 B. Tanggal 20 Agustus 2012
 C. Tanggal 8 Desember 2020  D.  ",A,"Tanggal 12 Agustus 2020
",C3,Menghitung,sedang
87,,Ibu membuat kue bolu gulung . Kue tersebut dipotong menjadi delapan bagian sama besar. Jika dituliskan dalam bentuk pecahan adalah ...,"A. 1/6
 B. 1/8
 C. 8/8   D.  ",B,"1/8
",C3,Menghitung,sedang
88,,"Jarum pendek menunjukkan angka 6 jarum panjang menunjukkan angka 12. Jika dibaca, maka waktu menunjukkan pukul ...","A. 6 :00
 B. 12:00 
 C. 6 :12    D.  ",B,"12:00 
",C2,Membedakan,sedang
89,,Jumlah simetri  putar pada segitiga sama sisi adalah ...,"A. 1 B. 2 
 C. 3    D.  ",C,3   ,C1,Menyebutkan,mudah
90,,Jumlah simetri lipat pada bangun persegi panjang ada ..,"A. 4
 B. 5
 C. 6    D.  ",A,"4
",C1,Menyebutkan,mudah
91,36f07282-ba9a-458d-8db8-3877f8eecac9,35 x (-11) = â€¦.,"A. -385
  B. -365
  C. 365
  D. 385",A,-385,,,sedang
92,81b9281d-854c-4185-aabc-c2eed09eefd5,65 x (-8) = â€¦.,"A. -520
  B. -510
  C. 520
  D. 540",A,-520,,,sedang
93,a66b95e8-c300-4b8d-ba3e-53c2197dd02e,Segelas air suhunya 270 C Setelah diberi es suhunya turun 80 C Pada saat es sudah mencair suhunya naik lagi 50 C maka suhu sekarang menunjukkan ....,"A. 140C
  B. 190C
  C. 240C
  D. 400C",C,240C,,,sulit
94,6b862e5c-568e-47d8-b26a-2189c2f4c5c0,Suhu di dalam kulkas -40 C sedangkan suhu di ruangan 270 C. Perbedaan suhu di dalam kulkas dan di ruangan adalah ....,"A. -310C
  B. -230C
  C. 230C
  D. 310C",D,310C,,,sedang
95,199aa043-984d-47a1-b22b-8553413f8111,"Suhu udara di ruang pendingin mula-mula -80C. Untuk mengubah daging segar menjadi daging beku suhu ruangan pendingin harus diturunkan 200C. Setelah daging segar menjadi beku, suhu ruangan pendingin harus dinaikkan lagi 50C. Suhu ruangan pendingin sekarang menjadi â€¦.","A. -330C
  B. -230C
  C. -170C
  D. -70C",B,-230C,,,sulit
96,72f1762f-9c7e-4442-99f6-4bdae4fa0b9e,Suhu udara di sebuah puncak gunung pada pukul 05.00 adalah -90C. Setelah matahari terbit energi panas matahari menaikkan suhu udara di puncak gunung tersebut. Jika setiap jam suhu udara naik 30C maka suhu udara pada pukul 13.00 menjadi â€¦.,"A. -120C
  B. 120C
  C. 150C
  D. 240C",C,150C,,,sulit
97,28269100-d979-413f-97a5-bdaac849c9d7,Hasil dari 93 - 63 adalah ....,"A. 413
  B. 513
  C. 523
  D. 613",B,513,,,mudah
98,9aa3d1bd-af72-436e-a4b5-513b4de2be0d,Tiga bilangan membentuk barisan aritmetika. Jika suku ketiga ditambah dua dan suku kedua dikurangi dua diperoleh barisan geometri. Jika suku ketiga barisan aritmetika ditambah 2 maka hasilnya menjadi empat kali suku pertama. Maka suku pertama deret aritmetika tersebut adalah â€¦,"A. 4 
  B. 6
  C. 8
  D. 12
  E. 14",A,4,,,sulit
99,be5288c0-b116-4634-b73f-7dbaf496f34d,Suhu air sebelum dimasukkan ke dalam frezeer 160C. Kemudian setelah dimasukkan ke dalam frezeer suhu air mengalami penurunan sebesar 30C setiap 5 menit. Pada menit ke-20 air telah menjadi es. Suhu es sekarang adalah â€¦.,"A. -9oC 
  B. -6oC
  C. 4oC 
  D. 280C",A,-9oC,,,sulit
100,11e0fc7d-6da1-4035-9aac-ae7dfd546c7c,(-17) x (-3) + ( -280) : 7 = â€¦.,"A. 11
  B. 21
  C. 51
  D. 71",A,11,,,sedang
101,77568acc-63ad-40fa-b798-24ff4010881c,12 x (-5) : (-3) + 15 = â€¦.,"A. 32
  B. 35
  C. 72
  D. 75",B,35,,,sedang
102,12eb3877-7572-43af-8519-66e8c3444eff,175.243 + 418.550 â€“ 224.105 = ....,"A. 269.688
  B. 369.588
  C. 369.688
  D. 593.793",C,369.688,,,sedang
103,300cf4b4-a433-4c37-8168-4524e530f16f,360 : ( - 45 ) + ( - 25 ) x 5 = ....,"A. -145
  B. -133
  C. -117
  D. 133",B,-133,,,sedang
104,6fe1231e-c2c3-4278-9452-56e9f89f4527,Saat ngabuburit Yusni membaca buku. Yusni membaca dari pukul 16.00 sampai pukul 17. 30. Berapa lama Yusni membaca buku ?,"A. 1 jam 
  B. 2 jam 
  C. 1 jam 30 menit D.",C,1 jam 30 menit,,,sedang
105,4efca932-4632-4055-8482-7df03f23115e,Sebuah segitiga diketahui memiliki sisi a = 8cm b = 7cm dan c = 5 cm. Berapakah keliling dari segitiga tersebut !,"A. 20
  B. 22
  C. 24 D.",A,20,,,mudah
106,800398b4-0587-4c51-9664-42f7d68ac1a3,Sudut yang besarannya tepat 180 derajat dinamakan dengan sudut ...,"A. lurus
  B. tumpul
  C. siku siku D.",A,lurus,,,mudah
107,09e81eeb-b714-4460-a89b-6667fee87c73,Bangun datar yang memiliki dua buah sisi sama panjang yang saling berhadapan dibut bangun â€¦.,"A. persegi
  B. segitiga
  C. lingkaran
  D. persegi panjang",D,persegi panjang,,,mudah
108,0da7c866-2bcc-4e72-9ca8-70ca4a60da7d,-85 + 100 - 45 = â€¦.,"A. -60
  B. -30
  C. 30
  D. 60",B,-30,,,sedang
109,5864998b-847b-4ec5-a463-3cc0134d351b,-85 + 25 + 100 = â€¦.,"A. -160
  B. -40
  C. 10
  D. 40",D,40,,,sedang
110,18f08dad-2f52-4f35-9455-3275ff9a6249,-65 â€“ 22 + 10 = â€¦.,"A. -87
  B. -67
  C. -57
  D. -53",B,-67,,,sedang
111,a55ca82b-a35b-42d4-a651-4b5f351a9c08,"Hasil dari 1,26 x 4,9 adalah ----","A. 85,74
 
  B. 8,574
 
  C. 61,74
 
  D. 6,174",D,"6,174",,,sedang
112,6c7d964d-6c4b-4d8a-a24c-033ea01c905f,Hasil dari 4Â³ adalah â€¦.,"A. 1Â Â Â Â 
  B. 8Â Â Â Â 
  C. 27
  D. 64",D,64,,,sedang
113,f143d9b2-ae97-443b-aa21-b4120a9413c5,"Hasil dari 536,28 + 4,956 + 80 = ----","A. 621,236
 
  B. 586,64
 
  C. 541,316
 
  D. 431,64",A,"621,236",,,mudah
114,da9727af-140c-466e-b205-7117a00a12bc,"Hasil dari 869,50-8,754 adalah ----","A. 781,96
 
  B. 860,746
 
  C. 86,0746
 
  D. 860,854",B,"860,746",,,mudah
115,07137d3a-7f9d-4c2f-b131-68a7c802b9c9,Jarak kota Bandung dan Jakarta 120 km. Skala pada peta 1:2.000.000. Jarak kota Bandung dan Jakarta pada peta adalah .... Cm,"A. 6
  B. 7
  C. 8
  D. 9",A,6,,,sulit
116,17f77e3a-36fc-4b18-8652-5d5da24a1a79,(-180) : 6 + (-10) x (-5) = â€¦.,"A. 50
  B. 20
  C. -50
  D. -80",B,20,,,sedang
117,5afbb64b-c227-42f4-8092-bb155a2ffdb3,(-27) x 5 - (-180) : 6 = â€¦.,"A. -135
  B. -105
  C. 105
  D. 135",B,-105,,,sedang
118,6b42ce21-a56f-40bd-b7c0-c93166aec1b1,-12 x (-9) = â€¦.,"A. 118
  B. 108
  C. -98
  D. -108",B,108,,,sedang
119,e0b3128e-988a-46f4-a777-fd891b688bbb,-140 + 95 = â€¦.,"A. -55
  B. -45
  C. 45
  D. 235",B,-45,,,sedang
